KEY,Korean,English,English_for_Translate,Japanese,ChineseSimplified,ChineseTraditional,Spanish_Google,Spanish,
HELLSTONE_WORD,미사일이나 유닛을\n영구 강화할 때 사용되는\n귀한 광물,Valuable ore that\npermanently upgrade\nmissile or unit.,Valuable ore that\npermanently upgrade\nmissile or unit.,ミサイルやユニットを\n永久強化するために使用されている\n貴重な鉱物,有价值的矿石是\npermanently升级\nmissile或单位。,有價值的礦石是\npermanently升級\nmissile或單位。,el mineral valioso que \npermanently actualizar \nmissile o unidad.,el mineral valioso que \npermanently actualizar \nmissile o unidad.,
CHOICE_REWARD,던전 보상을 선택하라!,Select Dungeon Reward!,Select Dungeon Reward!,ダンジョンの報酬を選択してください！,选择地牢奖励！,選擇地牢獎勵！,Seleccione Recompensa Dungeon!,Seleccione Recompensa Dungeon!,
GET_ALL,모두 획득,Claim All,Claim All,全て獲得,要求各,要求各,Todo reclamar,Todo reclamar,
DUNGEON_CLEAR_FAIL_WORD_B,강해져서 돌아와라,Come back later,Come back later,強くなっ帰ってこい,晚一点回来,晚一點回來,Vuelve mas tarde,Vuelve mas tarde,
TIME_ATK_GOAL_A,임무 : ,GOAL : Reach ,GOAL : Reach ,ミッション：,目标 ：达到 ,目標 ：達到 ,OBJETIVO : Reach ,OBJETIVO : Reach ,
TIME_ATK_GOAL_B,스테이지 돌파,Stage,Stage,ステージ突破,阶段,階段,Escenario,Escenario,
REMAIN_TIME,진행시간,Time Spent,Time Spent,進行時間,所花费的时间,所花費的時間,Tiempo usado,Tiempo usado,
TIME_ATK_WORD,디아블로를 처치하고 다양한 보상을 받으세요!\n빠르게 처치할수록 더욱 많은 보상을 받을 수 있습니다,Kill Diablo to claim rewards.\nKilling faster gives you better rewards.,Kill Diablo to claim rewards.\nKilling faster gives you better rewards.,ディアブロを倒して、様々な補償を得る！\n高速処置ほど多くの報酬を得ることができます,杀暗黑权利要求回报。\nKilling快给你更好的回报。,殺暗黑權利要求回報。 \nKilling快給你更好的回報。,Matar a Diablo a reclamar sus premios. \nKilling más rápido le da una mejor recompensa.,Matar a Diablo a reclamar sus premios. \nKilling más rápido le da una mejor recompensa.,
RETRY,재도전,Restart,Restart,再挑戦,重新开始,重新開始,Reiniciar,Reiniciar,
RETRY_MSG,드랍포트를 이용해 현상수배의 진행시간을 0으로 만들 수 있다,Artifact Created!,Kill Diablo fast to claim better rewards.\nUse Dropport to restart bounty timer.,ドロップポートを利用して現像手配の進行時間を0にすることができる,杀暗黑快权利要求更好的回报。\n使用撤销端口重新启动赏金计时器。,殺暗黑快權利要求更好的回報。 \n使用撤銷端口重新啟動賞金計時器。,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,
GET_FAIL,달성실패,Fail,Fail,達成失敗,失败,失敗,Fallar,Fallar
WANTED,디아블로 사냥꾼,DIABLO HUNTER,DIABLO HUNTER,ディアブロハンター,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,
NO_BUILDING,건물 최대 레벨에 도달했다.,Building reached max  level,Building reached max  level,建物最大レベルに達した。,建筑达到最高水平,建築達到最高水平,Edificio nivel máximo alcanzado,Edificio nivel máximo alcanzado,
GET_ALREADY,획득 완료,Claimed,Claimed,獲得完了,声称,聲稱,reclamado,reclamado
TIME_WARNING,300 스테이지 이후 사용가능,Available after Stage 300,Diablo,300ステージの後に使用可能,暗黑破坏神,暗黑破壞神,Diablo,Diablo,
TUTO_019,디아블로 사냥을 시작해보자!,Let's hunt Diablo!,DIABLO HUNTER,ディアブロ狩りを始めてみよう！,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,
TUTO_020,1000 스테이지에 있는 디아블로를 쓰러트리면 쓰러트린 시간에 따라 보상을 받을 수 있다,Defeat Diablo at Stage 1000 to claim reward according to time table,Building reached max  level,1000ステージ上のディアブロを倒せば倒す時間に応じて報酬を受けることができる,建筑达到最高水平,建築達到最高水平,Edificio nivel máximo alcanzado,Edificio nivel máximo alcanzado,
Diablo_Artifact_WORD_B,1000스테이지마다 등장하는\n디아블로를 사냥해 유물을 획득할 수 있다.,Defeat Diablo every 1000 Stage\nto collect Diablo Relic,Kill Diablo fast to claim better rewards.\nUse Dropport to restart bounty timer.,1000ステージごとに登場する\nディアブロを狩りして遺物を獲得することができる。,杀暗黑快权利要求更好的回报。\n使用撤销端口重新启动赏金计时器。,殺暗黑快權利要求更好的回報。 \n使用撤銷端口重新啟動賞金計時器。,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,Matar a Diablo rápido para reclamar una mejor recompensa. \nUsa Dropport para reiniciar el temporizador de recompensas.,
DIABLO_CLEAR,새로운 던전이 열린 것 같다!,New Dungeon has been found!,Diablo,新しいダンジョンが行われたようだ！,暗黑破坏神,暗黑破壞神,Diablo,Diablo,
DIABLO_CLEAR_FIELD,디아블로 사냥의 보상을 획득했다!,DIABLO HUNTER reward was claimed!,DIABLO HUNTER,ディアブロ狩りの報酬を獲得した！,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,DIABLO HUNTER,
DIABLO_CLEAR_LAP,디아블로 사냥 시간이 연장되었다!,DIABLO HUNTER time was extended!,Building reached max  level,ディアブロ狩りの時間が延長された！,建筑达到最高水平,建築達到最高水平,Edificio nivel máximo alcanzado,Edificio nivel máximo alcanzado,
DIABLO_EXPLAIN_B,개의\n디아블로 유물을 획득했습니다...\n(남은 디아블로유물 : ,Diablo heads were collected...\n(,Diablo heads were collected...\n(,本\nディアブロ遺物を獲得しました... \n（残りディアブロ遺物：,暗黑破坏神头收集... \n（,暗黑破壞神頭收集... \n（,Se recogieron las cabezas Diablo ... \n (,Se recogieron las cabezas\nde Diablo ... \n (,
DIABLO_EXPLAIN_C,),Diablo Remaining),Diablo Remaining),）,暗黑破坏神剩余）,暗黑破壞神剩餘）,Diablo restante),Diablo subsistente),
IN_CLEAR_A,"",Reach\nin,Reach\nin,"",到达\n在,到達\n在,Llegar a \nen	,Llegar a \nen
IN_CLEAR_B,시간내\n돌파,HR,HR,時間内\n突破,时间,時間,HORA,HORA

SPEED_X3,3배속,Triple Speed,Triple Speed,3倍速,三速,三速,Speed ​​Triple,Speed ​​Triple,
SPEED_X2,2배속,Double Speed,Double Speed,2倍速,双速,雙速,doble velocidad,doble velocidad,
SPEED_X1,일반속도로 돌아왔다.,Normal Speed,Normal Speed,一般速度に戻った。,正常的速度,正常的速度,Velocidad normal,Velocidad normal,
BUY_SPEED_WORD,스피드 팩을 구입하면\n2배속으로 게임을 진행할 수 있다!,Use Speed Pack\nto double game speed!,Use Speed Pack\nto double game speed!,スピードパックを購入すると、\n2倍速でゲームを進めることができる！,利用速度包\n要双倍的游戏速度！,利用速度包\n要雙倍的遊戲速度！,Utilice velocidad Paquete \na velocidad doble juego!,Utilice velocidad Paquete \na velocidad doble juego!,
BUY_SPEED,초특가에 구매하기,Best Offer!,Best Offer!,超特価で購入する,最好的报价！,最好的報價！,¡Mejor oferta!,¡Mejor oferta!,
SPEED_SAMPLE,3분 시식,Try for 3min,Try for 3minute,3分試食,试用3分钟,試用3分鐘,Trate de 3 minutos,Trate de 3 minutos,
SHOP_ITEM_WORD_023_EX,게임의 속도를\n2배로 늘려준다!,Double Game Speed!,Double Game Speed!,ゲームの速度を\ n2倍に増やしてくれる！,双人游戏速度！,雙人遊戲速度！,Doble velocidad del juego!,Doble velocidad del juego!,
SHOP_ITEM_WORD_024_EX,게임의 속도를\n3배로 늘려준다!,Triple Game Speed!,Triple Game Speed!,ゲームの速度を\ n3倍に増やしてくれる！,三重游戏速度！,三重遊戲速度！,Juego de velocidad triple!,Juego de velocidad triple!,
SHOP_ITEM_NAME_023,2배속 칩,Double Speed Chip,Double Speed Chip,2倍速チップ,双速芯片,雙速芯片,Chip de doble velocidad,Chip de doble velocidad,
SHOP_ITEM_NAME_024,3배속 칩,Triple Speed Chip,Triple Speed Chip,3倍速チップ,三速芯片,三速芯片,Viruta Speed ​​Triple,Viruta Speed ​​Triple,
IAP_PRICE_FAKE,70%할인,70% Sale,70% Sale,70％割引,70％销售,70％銷售,70% Venta,70% Venta,
IAP_PRICE_23_FAKE,"\12,000",$11.99,$11.99,"¥1,200",$ 11.99,$ 11.99,$ 11.99,$ 11.99,
IAP_PRICE_24_FAKE,"\55,000",$54.99,$54.99,"¥5,500",$ 54.99,$ 54.99,$ 54.99,$ 54.99,
IAP_PRICE_23,"\3,300",$2.99,$2.99,¥330,$ 2.99,$ 2.99,$ 2.99,$ 2.99,
IAP_PRICE_24,"\11,000",$9.99,$9.99,¥1100,$ 9.99,$ 9.99,$ 9.99,$ 9.99,
IAP_PRICE_23_Uranium,우라늄 100,Uranium 100,Uranium 100,ウラン100,铀100,鈾100,El uranio 100,El uranio 100,
IAP_PRICE_24_Uranium,우라늄 500,Uranium 500,Uranium 500,ウラン500,铀500,鈾500,El uranio 500,El uranio 500,
QUIT_ASK,게임을 종료?,Exit Game?,Exit Game?,ゲームを終了？,退出游戏？,退出遊戲？,¿Salir del juego?,¿Salir del juego?,
QUIT_YES,응 종료,Exit now,Yes,終了,是,是,Sí,Sí,
QUIT_NO,아니,Nah,No,いや,没有,沒有,No,No,
TIME_WARNING_SPEED,200 스테이지 이후 사용가능,Available after Stage 200,Available after Stage 200,200ステージの後に使用可能,暗黑破坏神,暗黑破壞神,Available after Stage 200,Available after Stage 200,

DROPTUTO_AAA,※ 꼭 보세요 ※ ,※ READ ME ※ ,※ READ ME ※ ,※必ず見てください※,※自述※,※自述※,※ Read Me ※,※ Read Me ※,
DROPTUTO_BBB,"드랍포트를 사용시 
미사일을 제외한 
모든 것들이 초기화 됩니다!","Using Dropport will
reset all your progress
without Missile","Using Dropport will
reset all your progress
without Missile","ドロップポートを使用
ミサイルを除く
すべてのものは初期化され！","使用撤销端口会
重置所有你的进步
没有导弹","使用撤銷端口會
重置所有你的進步
沒有導彈","Usando Dropport se
restablecer todos su progreso
sin misiles","Usando Dropport se
restablecer todos su
progreso sin misiles",
DROPTUTO_CCC,(대신 아주 강력한 자원을 얻습니다),(but you will gain Special Resource!),(but you will gain Special Resource!),（代わりに、非常に強力なリソースを取得します）,（但你将获得特殊的资源！）,（但你將獲得特殊的資源！）,(Pero ganarás Recurso Especial!),(Pero ganarás Recurso Especial!),
NOUSE,안 할래요,Nope,No,しません,没有,沒有,No,No,

EVENT_ITEM_NAME_000,미네랄 카트,Mineral Cart,Mineral Cart,ミネラルカート,矿物车,礦物車,mineral de la compra,mineral de la compra,
EVENT_ITEM_NAME_001,클락워크맨,Clockwork Man,Clockwork Man,クロックウォークマン,发条人,發條人,Clockwork Man,Clockwork Man,
EVENT_ITEM_NAME_002,지옥석 파편,Hellstone Fragment,Hellstone Fragment,地獄席破片,Hellstone片段,Hellstone片段,Fragmento Hellstone,Fragmento Hellstone,
EVENT_ITEM_NAME_003,나무 상자 7개,7 Wood Crate,7 Wood Crate,木箱7個,7木质板条箱,7木質板條箱,7 cajón de madera,7 cajón de madera,
EVENT_ITEM_NAME_004,뼈 상자 1개,1 Bone Crate,1 Bone Crate,骨箱1個,1成骨周转箱,1成骨周轉箱,Cajón 1 Bone,Cajón 1 Bone,
EVENT_ITEM_NAME_005,랜덤 상자 1개,1 Random Crate,1 Random Crate,ランダムボックス1個,1个随机木箱,1個隨機木箱,1 cajón aleatoria,1 cajón aleatoria,
EVENT_ITEM_NAME_006,포탈 분해자,Portal Dismentler,Portal Dismentler,ポータル分解者,门户Dismentler,門戶Dismentler,portal Dismentler,portal Dismentler,
,,,,,,,,,
EVENT_ITEM_WORD_000,"2시간 동안
미네랄 획득량이
100% 증가한다.","Mineral +100%
for 2 Hours","Mineral +100%
for 2 Hours","12時間
ミネラル獲得量が
100％増加する。","矿物+ 100％
2小时","礦物+ 100％
2小時","Mineral + 100%
durante 2 horas","Mineral + 100%
durante 2 horas",
EVENT_ITEM_WORD_001,"1시간 동안
스킬쿨타임이
50% 감소한다.","Skill Cooltime -50%
for 1 Hours","Skill Cooltime -50%
for 1 Hours","4時間
スキルクールタイムが
50％減少する。","技能的CoolTime -50％
1小时","技能的CoolTime -50％
1小時","Habilidad CoolTime -50%
durante 1 horas","Habilidad CoolTime -50%
durante 1 horas",
EVENT_ITEM_WORD_002,지옥석 99~111개,Hellstone 99~111,Hellstone 99~111,地獄席99〜111個,Hellstone 99〜111,Hellstone 99〜111,Hellstone 99 ~ 111,Hellstone 99 ~ 111,
EVENT_ITEM_WORD_003,나무상자 7개,7 Wood Crates,7 Wood Crates,木箱7個,7个木包装箱,7個木包裝箱,7 cajas de madera,7 cajas de madera,
EVENT_ITEM_WORD_004,뼈 상자 1개,1 Bone Crate,1 Bone Crate,骨箱1個,1成骨周转箱,1成骨周轉箱,Cajón 1 Bone,Cajón 1 Bone,
EVENT_ITEM_WORD_005,랜덤 상자 1개,1 Random Crate,1 Random Crate,ランダムボックス1個,1个随机木箱,1個隨機木箱,1 cajón aleatoria,1 cajón aleatoria,
EVENT_ITEM_WORD_006,포탈 조각 3개,3 Portal Fragments,3 Portal Fragments,ポータルの部分の3つの,3个片段,3個片段,3 Fragmentos Portal,3 Fragmentos Portal,
,,,,,,,,,
EVENT_NAME,거머리 습격,Leech Invasion,Leech Invasion,ヒル襲撃,水蛭入侵,水蛭入侵,Leech invasión,Leech invasión
EVENT_WORD_A,적들을 제거하고 산타모자를 수집하세요!,Kill enemies to collect Santa Hat!,Kill enemies to collect Santa Hat!,敵を除去し、サンタの帽子を収集してください！,杀死敌人，收集圣诞帽！,殺死敵人，收集聖誕帽！,Matar a los enemigos para recoger el sombrero de Santa!,Matar a los enemigos para recoger el sombrero de Santa!,
EVENT_WORD_B,적들을 제거하고 거머리를 수집하세요!,Kill enemies to collect Leech!,Kill enemies to collect Leech!,敵を除去し、ヒルを収集してください！,杀死敌人，收集水蛭！,殺死敵人，收集水蛭！,Matar a los enemigos para recoger Leech!,Matar a los enemigos para recoger Leech!,
MAX500,max 999,max 999,max 999,max 999,最大999,最大999,máximo 999,máximo 999,
NOT_TODAY,내일 구매 가능,"Purchase available
tommorrow","Purchase available
tommorrow",明日購入可能,"可购买
明天","可購買
明天","compra disponibles
Tommorrow",Compra Tommorrow disponible,
NEED_EVENT_CANDY_B,산타 모자가 부족합니다!,Not enough Santa Hat!,Not enough Santa Hat!,サンタの帽子が不足して！,没有足够的圣诞帽！,沒有足夠的聖誕帽！,No hay suficiente sombrero de Santa!,No hay suficiente sombrero de Santa!,
NEED_EVENT_CANDY_A,거머리 용액이 부족합니다!,Not enough Leech Potion!,Not enough Leech Potion!,ヒル溶液が不足して！,没有足够的水蛭药水！,沒有足夠的水蛭藥水！,No hay suficiente Leech poción!,No hay suficiente Leech poción!,
